,caseId,docketId,caseIssuesId,voteId,dateDecision,decisionType,usCite,sctCite,ledCite,lexisCite,term,naturalCourt,chief,docket,caseName,dateArgument,dateRearg,petitioner,petitionerState,respondent,respondentState,jurisdiction,adminAction,adminActionState,threeJudgeFdc,caseOrigin,caseOriginState,caseSource,caseSourceState,lcDisagreement,certReason,lcDisposition,lcDispositionDirection,declarationUncon,caseDisposition,caseDispositionUnusual,partyWinning,precedentAlteration,voteUnclear,issue,issueArea,decisionDirection,decisionDirectionDissent,authorityDecision1,authorityDecision2,lawType,lawSupp,lawMinor,majOpinWriter,majOpinAssigner,splitVote,majVotes,minVotes
3647,1972-167,1972-167-01,1972-167-01-01,1972-167-01-01-01,6/21/1973,1,413 U.S. 345,93 S. Ct. 2591,37 L. Ed. 2d 648,1973 U.S. LEXIS 46,1972,1504,Burger,72-129,"NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE, NEW YORK CITY REGION OF NEW YORK CONFERENCE OF BRANCHES, et al. v. NEW YORK et al.",2/27/1973,,222,,28,37,2,27,,1,55,,55,,0,1,1,1,1,2,0,0,0,0,20020,2,1,0,4,3,3,378,,100,99,1,6,2
3648,1972-168,1972-168-01,1972-168-01-01,1972-168-01-01-01,6/21/1973,1,413 U.S. 376,93 S. Ct. 2553,37 L. Ed. 2d 669,1973 U.S. LEXIS 150,1972,1504,Burger,72-419,PITTSBURGH PRESS CO. v. PITTSBURGH COMMISSION ON HUMAN RELATIONS et al.,3/20/1973,,190,,3,45,1,117,45,0,302,45,301,45,0,11,2,1,1,2,0,0,0,0,30020,3,1,0,2,,2,200,,101,92,1,5,4
3649,1972-169,1972-169-01,1972-169-01-01,1972-169-01-01-01,6/21/1973,1,413 U.S. 405,93 S. Ct. 2507,37 L. Ed. 2d 688,1973 U.S. LEXIS 47,1972,1504,Burger,72-792,NEW YORK STATE DEPARTMENT OF SOCIAL SERVICES et al. v. DUBLINO et al.,4/17/1973,,7,37,212,,2,117,37,1,97,,97,,0,1,3,2,1,4,0,1,0,0,20190,2,1,0,4,,3,370,,101,99,1,7,2
3650,1972-170,1972-170-01,1972-170-01-01,1972-170-01-01-01,6/21/1973,1,413 U.S. 433,93 S. Ct. 2523,37 L. Ed. 2d 706,1973 U.S. LEXIS 48,1972,1504,Burger,72-586,"CADY, WARDEN v. DOMBROWSKI",3/21/1973,,28,58,100,,1,,,0,132,,27,,0,12,3,2,1,3,0,1,0,0,10060,1,1,0,2,,2,205,,102,99,1,5,4
3651,1972-171,1972-171-01,1972-171-01-01,1972-171-01-01-01,6/25/1973,1,413 U.S. 455,93 S. Ct. 2804,37 L. Ed. 2d 723,1973 U.S. LEXIS 28,1972,1504,Burger,72-77,NORWOOD et al. v. HARRISON et al.,2/20/1973,,222,,28,29,2,117,29,1,84,,84,,0,1,12,1,1,5,0,1,0,0,20050,2,2,0,2,,2,231,,99,99,1,9,0
3652,1972-172,1972-172-01,1972-172-01-01,1972-172-01-01-01,6/25/1973,1,413 U.S. 472,93 S. Ct. 2814,37 L. Ed. 2d 736,1973 U.S. LEXIS 29,1972,1504,Burger,72-269,"LEVITT, COMPTROLLER OF NEW YORK, et al. v. COMMITTEE FOR PUBLIC EDUCATION & RELIGIOUS LIBERTY et al.",3/19/1973,,28,37,25,37,2,,,1,96,,96,,1,1,,2,3,2,0,0,0,0,30180,3,2,0,2,,2,203,,99,99,1,8,1
3653,1972-173,1972-173-01,1972-173-01-01,1972-173-01-01-01,6/25/1973,1,413 U.S. 483,93 S. Ct. 2789,37 L. Ed. 2d 745,1973 U.S. LEXIS 30,1972,1504,Burger,71-1043,HELLER v. NEW YORK,11/14/1972,,156,,28,37,1,,,0,302,37,300,37,0,11,2,1,1,5,0,1,0,0,30190,3,1,1,2,,2,200,,99,99,1,5,4
3654,1972-174,1972-174-01,1972-174-01-01,1972-174-01-01-01,6/25/1973,1,413 U.S. 496,93 S. Ct. 2796,37 L. Ed. 2d 757,1973 U.S. LEXIS 31,1972,1504,Burger,71-1134,ROADEN v. KENTUCKY,11/14/1972,,156,,28,21,1,,,0,302,21,300,21,0,12,2,1,1,4,0,1,0,0,30190,3,2,0,2,,2,205,,99,99,1,9,0
3656,1972-176,1972-176-01,1972-176-01-01,1972-176-01-01-01,6/25/1973,1,413 U.S. 528,93 S. Ct. 2821,37 L. Ed. 2d 782,1973 U.S. LEXIS 33,1972,1504,Burger,72-534,UNITED STATES DEPARTMENT OF AGRICULTURE et al. v. MORENO et al.,4/23/1973,,304,,212,,2,4,,1,55,,55,,0,1,,2,2,2,0,0,0,0,20180,2,2,0,1,,6,600,7 U.S.C. § 2012,92,81,1,7,2
3657,1972-177,1972-177-01,1972-177-01-01,1972-177-01-01-01,6/25/1973,1,413 U.S. 548,93 S. Ct. 2880,37 L. Ed. 2d 796,1973 U.S. LEXIS 146,1972,1504,Burger,72-634,"UNITED STATES CIVIL SERVICE COMMISSION et al. v. NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al.",3/26/1973,,320,,8,60,2,,,1,55,,55,,1,1,,2,1,3,0,1,0,0,30010,3,1,0,1,5,2,200,,95,99,1,6,3
3659,1972-179,1972-179-01,1972-179-01-01,1972-179-01-01-01,6/25/1973,1,413 U.S. 634,93 S. Ct. 2842,37 L. Ed. 2d 853,1973 U.S. LEXIS 147,1972,1504,Burger,71-1222,"SUGARMAN, ADMINISTRATOR, NEW YORK CITY HUMAN RESOURCES ADMINISTRATION, et al. v. DOUGALL et al.",1/8/1973,,28,37,106,,2,117,37,1,96,,96,,0,1,3,2,3,2,0,0,0,0,20120,2,2,0,2,,2,231,,100,99,1,8,1
3661,1972-181,1972-181-01,1972-181-01-01,1972-181-01-01-01,6/25/1973,1,413 U.S. 717,93 S. Ct. 2851,37 L. Ed. 2d 910,1973 U.S. LEXIS 35,1972,1504,Burger,71-1336,In re GRIFFITHS,1/9/1973,,106,,28,8,2,117,8,0,302,8,300,8,0,1,2,1,1,4,0,1,0,0,20120,2,2,0,2,,2,231,,101,81,1,7,2
3662,1972-182,1972-182-01,1972-182-01-01,1972-182-01-01-01,6/25/1973,1,413 U.S. 734,93 S. Ct. 2868,37 L. Ed. 2d 923,1973 U.S. LEXIS 13,1972,1504,Burger,71-1523,"HUNT v. MCNAIR, GOVERNOR OF SOUTH CAROLINA, et al.",2/21/1973,,25,48,28,48,2,117,48,0,302,48,300,48,0,1,2,1,1,2,0,0,0,0,30180,3,1,0,2,,2,203,,101,99,1,6,3
3663,1972-183,1972-183-01,1972-183-01-01,1972-183-01-01-01,6/25/1973,1,413 U.S. 825,93 S. Ct. 2982,37 L. Ed. 2d 939,1973 U.S. LEXIS 37,1972,1504,Burger,72-459,"SLOAN, TREASURER OF PENNSYLVANIA, et al. v. LEMON et al.",4/16/1973,,28,45,25,45,2,,,1,109,,109,,0,1,,2,3,2,0,0,0,0,30180,3,2,0,2,,2,203,,101,81,1,6,3
3664,1972-184,1972-184-01,1972-184-01-01,1972-184-01-01-01,6/25/1973,1,413 U.S. 756,93 S. Ct. 2955,37 L. Ed. 2d 948,1973 U.S. LEXIS 36,1972,1504,Burger,72-694,"COMMITTEE FOR PUBLIC EDUCATION & RELIGIOUS LIBERTY et al. v. NYQUIST, COMMISSIONER OF EDUCATION OF NEW YORK, et al.",4/16/1973,,25,37,28,37,2,,,1,96,,96,,1,1,,1,3,3,0,1,0,0,30180,3,2,0,2,,2,203,,101,81,1,6,3
3665,1972-185,1972-185-01,1972-185-01-01,1972-185-01-01-01,6/25/1973,6,413 U.S. 836,93 S. Ct. 2803,37 L. Ed. 2d 993,1973 U.S. LEXIS 38,1972,1504,Burger,71-1315,ALEXANDER et al. v. VIRGINIA,10/19/1972,,178,,28,55,1,,,0,302,55,300,55,0,12,2,1,1,5,0,1,0,0,30190,3,1,1,2,,2,200,,,99,1,5,4
3666,1972-186,1972-186-01,1972-186-01-01,1972-186-01-01-01,6/25/1973,2,413 U.S. 838,93 S. Ct. 2820,37 L. Ed. 2d 996,1973 U.S. LEXIS 145,1972,1504,Burger,72-1396,FAUSNER v. COMMISSIONER OF INTERNAL REVENUE,,,240,,369,,1,,,0,9,,25,,0,12,2,2,1,2,0,0,0,0,120020,12,2,0,4,,3,345,,,99,1,8,0
3667,1973-001,1973-001-01,1973-001-01-01,1973-001-01-01-01,10/15/1973,2,414 U.S. 1,94 S. Ct. 209,38 L. Ed. 2d 1,1973 U.S. LEXIS 163,1973,1504,Burger,72-552,SATIACUM v. WASHINGTON,,,100,,28,56,1,,,0,302,56,300,56,0,12,3,2,1,5,0,1,0,0,90400,9,1,0,3,,,,,,99,1,9,0
3668,1973-002,1973-002-01,1973-002-01-01,1973-002-01-01-01,10/15/1973,2,414 U.S. 2,94 S. Ct. 17,38 L. Ed. 2d 3,1973 U.S. LEXIS 164,1973,1504,Burger,72-6897,PLUMMER v. CITY OF COLUMBUS,,,177,,3,41,2,,,0,302,41,300,41,0,1,2,1,3,3,0,1,0,0,30010,3,2,0,2,,2,200,,,81,1,5,4
3669,1973-003,1973-003-01,1973-003-01-01,1973-003-01-01-01,10/23/1973,2,414 U.S. 5,94 S. Ct. 19,38 L. Ed. 2d 7,1973 U.S. LEXIS 165,1973,1504,Burger,72-1652,UNITED STATES IMMIGRATION AND NATURALIZATION SERVICE v. HIBI,,,368,,106,,1,,,0,50,,29,,0,12,2,2,1,3,0,1,0,0,20270,2,1,0,4,,3,344,,,99,1,6,0
3670,1973-004,1973-004-01,1973-004-01-01,1973-004-01-01-01,10/23/1973,2,414 U.S. 12,94 S. Ct. 18,38 L. Ed. 2d 13,1973 U.S. LEXIS 166,1973,1504,Burger,72-6449,"DENNETT v. HOGAN, WARDEN",,,213,,27,,1,,,0,,,,,0,,9,1,1,5,1,1,0,0,20320,2,2,0,3,,,,,,99,1,8,1
3671,1973-005,1973-005-01,1973-005-01-01,1973-005-01-01-01,11/5/1973,2,414 U.S. 14,94 S. Ct. 187,38 L. Ed. 2d 170,1973 U.S. LEXIS 167,1973,1504,Burger,72-1366,NORWELL v. CITY OF CINCINNATI,,,218,,3,41,1,,,0,302,41,300,41,0,12,2,1,1,3,0,1,0,0,30150,3,2,0,2,,2,200,,,99,1,9,0
3672,1973-006,1973-006-01,1973-006-01-01,1973-006-01-01-01,11/5/1973,2,414 U.S. 17,94 S. Ct. 194,38 L. Ed. 2d 174,1973 U.S. LEXIS 168,1973,1504,Burger,72-6915,TAYLOR v. UNITED STATES,,,100,,27,,1,,,0,80,,21,,0,12,2,1,1,2,0,0,0,0,10370,1,1,0,4,,4,401,,,99,1,9,0
3673,1973-007,1973-007-01,1973-007-01-01,1973-007-01-01-01,11/5/1973,2,414 U.S. 21,94 S. Ct. 190,38 L. Ed. 2d 179,1973 U.S. LEXIS 169,1973,1504,Burger,73-122,"WAINWRIGHT, CORRECTIONS DIRECTOR, et al. v. STONE et al.",,,162,,28,12,2,,,0,56,,25,,0,1,2,2,1,3,0,1,0,0,50010,5,1,0,2,,2,230,,,99,1,9,0
3674,1973-008,1973-008-01,1973-008-01-01,1973-008-01-01-01,11/5/1973,2,414 U.S. 25,94 S. Ct. 188,38 L. Ed. 2d 183,1973 U.S. LEXIS 170,1973,1504,Burger,73-5002,MOORE v. ARIZONA,,,100,,28,4,1,,,0,302,4,300,4,0,12,2,1,1,5,0,1,0,0,10590,1,2,0,2,,2,216,,,99,1,9,0
3675,1973-009,1973-009-01,1973-009-01-01,1973-009-01-01-01,11/5/1973,2,414 U.S. 29,94 S. Ct. 193,38 L. Ed. 2d 187,1973 U.S. LEXIS 171,1973,1504,Burger,73-5245,BERRY v. CITY OF CINCINNATI,,,126,,28,41,1,,,0,302,41,300,41,0,12,2,1,1,3,0,1,0,0,10040,1,2,0,7,,5,501,,,99,1,9,0
3676,1973-010,1973-010-01,1973-010-01-01,1973-010-01-01-01,11/12/1973,2,414 U.S. 31,94 S. Ct. 196,38 L. Ed. 2d 190,1973 U.S. LEXIS 172,1973,1504,Burger,72-1733,MUSSER v. UNITED STATES,,,142,,27,,1,107,,0,50,,29,,0,12,2,1,1,2,0,0,0,0,30130,3,1,0,5,,,,,,99,1,6,1
3678,1973-012,1973-012-01,1973-012-01-01,1973-012-01-01-01,11/19/1973,1,414 U.S. 51,94 S. Ct. 303,38 L. Ed. 2d 260,1973 U.S. LEXIS 174,1973,1504,Burger,71-1631,KUSPER et al. v. PONTIKES,10/9/1973,,28,17,251,,2,,,1,66,,66,,1,1,,2,3,2,0,0,0,0,20220,2,2,0,2,3,2,201,,94,99,1,7,2
3679,1973-013,1973-013-01,1973-013-01-01,1973-013-01-01-01,11/19/1973,1,414 U.S. 70,94 S. Ct. 316,38 L. Ed. 2d 274,1973 U.S. LEXIS 132,1973,1504,Burger,72-331,"LEFKOWITZ, ATTORNEY GENERAL OF NEW YORK, et al. v. TURLEY et al.",10/10/1973,,28,37,176,,2,,,1,97,,97,,0,1,,2,3,2,0,0,0,0,10110,1,2,0,2,,2,210,,95,99,1,9,0
3681,1973-015,1973-015-01,1973-015-01-01,1973-015-01-01-01,11/19/1973,6,414 U.S. 100,94 S. Ct. 313,38 L. Ed. 2d 298,1973 U.S. LEXIS 176,1973,1504,Burger,72-922,"PASCHALL et al. v. CHRISTIE-STEWART, INC., et al.",10/16/1973,,195,,195,,2,,,0,302,42,300,42,0,1,3,2,1,5,0,1,0,0,90180,9,1,0,3,,,,,,99,1,7,2
3682,1973-016,1973-016-01,1973-016-01-01,1973-016-01-01-01,11/19/1973,2,414 U.S. 105,94 S. Ct. 326,38 L. Ed. 2d 303,1973 U.S. LEXIS 177,1973,1504,Burger,73-5290,HESS v. INDIANA,,,218,,28,18,2,,,0,302,18,300,18,1,1,2,1,1,3,0,1,0,0,30150,3,2,0,2,,2,200,,,81,1,6,3
3683,1973-017,1973-017-01,1973-017-01-01,1973-017-01-01-01,12/3/1973,2,414 U.S. 113,94 S. Ct. 466,38 L. Ed. 2d 344,1973 U.S. LEXIS 178,1973,1504,Burger,73-241,CHICAGO MERCANTILE EXCHANGE v. DEAKTOR et al.,,,119,,119,,1,,,0,66,,27,,0,12,2,2,1,4,0,1,0,0,90120,9,1,0,3,,,,,,99,1,8,1
3684,1973-018,1973-018-01,1973-018-01-01,1973-018-01-01-01,12/4/1973,1,414 U.S. 117,94 S. Ct. 383,38 L. Ed. 2d 348,1973 U.S. LEXIS 179,1973,1504,Burger,72-312,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC. v. WARE",10/9/1973,,119,,145,,1,,,0,302,6,300,6,0,10,9,2,1,2,0,0,0,0,80120,8,2,0,4,,3,365,,100,99,1,8,0
3685,1973-019,1973-019-01,1973-019-01-01,1973-019-01-01-01,12/4/1973,1,414 U.S. 141,94 S. Ct. 396,38 L. Ed. 2d 368,1973 U.S. LEXIS 180,1973,1504,Burger,72-1148,"CUPP, PENITENTIARY SUPERINTENDENT v. NAUGHTEN",10/16/1973,,28,43,100,,1,,,0,108,,29,,1,11,3,2,1,3,0,1,0,0,10220,1,1,0,2,,2,230,,102,99,1,6,3
3686,1973-020,1973-020-01,1973-020-01-01,1973-020-01-01-01,12/5/1973,1,414 U.S. 156,94 S. Ct. 407,38 L. Ed. 2d 379,1973 U.S. LEXIS 181,1973,1504,Burger,72-1176,"NORTH DAKOTA STATE BOARD OF PHARMACY v. SNYDER'S DRUG STORES, INC.",11/6/1973,,4,39,144,,1,117,39,0,302,39,300,39,0,12,11,1,1,4,0,1,1,0,80110,8,2,0,2,,2,230,,81,99,1,9,0
3687,1973-021,1973-021-01,1973-021-01-01,1973-021-01-01-01,12/5/1973,1,414 U.S. 168,94 S. Ct. 414,38 L. Ed. 2d 388,1973 U.S. LEXIS 11,1973,1504,Burger,72-702,"GOLDEN STATE BOTTLING CO., INC., FORMERLY PEPSI-COLA BOTTLING CO. OF SACRAMENTO, et al. v. NATIONAL LABOR RELATIONS BOARD",10/11/1973,,151,,382,,1,82,,0,29,,29,,1,12,2,2,1,2,0,0,0,0,70080,7,2,0,5,,3,356,,92,99,1,9,0
3688,1973-022,1973-022-01,1973-022-01-01,1973-022-01-01-01,12/5/1973,1,414 U.S. 190,94 S. Ct. 427,38 L. Ed. 2d 406,1973 U.S. LEXIS 182,1973,1504,Burger,72-844,"FALK et al. v. BRENNAN, SECRETARY OF LABOR",10/11/1973,,151,,371,,1,71,,0,126,,24,,0,11,2,2,1,5,0,1,0,0,70040,7,1,0,4,,3,334,,94,99,1,5,4
3690,1973-024,1973-024-01,1973-024-01-01,1973-024-01-01-01,12/11/1973,1,414 U.S. 218,94 S. Ct. 467,38 L. Ed. 2d 427,1973 U.S. LEXIS 21,1973,1504,Burger,72-936,UNITED STATES v. ROBINSON,10/9/1973,,27,,100,,1,,,0,55,,32,,1,12,3,2,1,3,0,1,0,0,10060,1,1,0,1,,2,205,,102,99,1,6,3
3691,1973-025,1973-025-01,1973-025-01-01,1973-025-01-01-01,12/11/1973,1,414 U.S. 260,94 S. Ct. 488,38 L. Ed. 2d 456,1973 U.S. LEXIS 22,1973,1504,Burger,71-1669,GUSTAFSON v. FLORIDA,10/9/1973,,100,,28,12,1,,,0,302,12,300,12,0,12,2,1,1,2,0,0,0,0,10060,1,1,0,2,,2,205,,102,99,1,6,3
3692,1973-026,1973-026-01,1973-026-01-01,1973-026-01-01-01,12/17/1973,1,414 U.S. 270,94 S. Ct. 495,38 L. Ed. 2d 495,1973 U.S. LEXIS 184,1973,1504,Burger,72-1231,NATIONAL LABOR RELATIONS BOARD v. SAVAIR MANUFACTURING CO.,11/12/1973,,382,,151,,1,82,,0,26,,26,,0,2,3,1,1,2,0,0,0,0,70100,7,1,0,4,,3,356,,81,99,1,6,3
3693,1973-027,1973-027-01,1973-027-01-01,1973-027-01-01-01,12/17/1973,1,414 U.S. 291,94 S. Ct. 505,38 L. Ed. 2d 511,1973 U.S. LEXIS 185,1973,1504,Burger,72-888,ZAHN et al. v. INTERNATIONAL PAPER CO.,10/16/1973,,195,,184,,1,,,0,124,,22,,1,12,2,1,1,2,0,0,0,0,90110,9,1,0,4,,4,400,,95,99,1,6,3
3695,1973-029,1973-029-01,1973-029-01-01,1973-029-01-01-01,1/8/1974,1,414 U.S. 338,94 S. Ct. 613,38 L. Ed. 2d 561,1974 U.S. LEXIS 145,1973,1504,Burger,72-734,UNITED STATES v. CALANDRA,10/11/1973,,27,,254,,1,,,0,103,,26,,0,12,2,2,1,3,0,1,0,0,10050,1,1,0,7,,5,502,,101,99,1,6,3
3696,1973-030,1973-030-01,1973-030-01-01,1973-030-01-01-01,1/8/1974,1,414 U.S. 368,94 S. Ct. 629,38 L. Ed. 2d 583,1974 U.S. LEXIS 38,1973,1504,Burger,72-782,GATEWAY COAL CO. v. UNITED MINE WORKERS OF AMERICA et al.,10/15/1973,,132,,249,,1,,,0,111,,23,,1,12,3,2,1,3,0,1,0,0,70160,7,1,0,4,,3,350,,101,99,1,8,1
3697,1973-031,1973-031-01,1973-031-01-01,1973-031-01-01-01,1/8/1974,1,414 U.S. 395,94 S. Ct. 645,38 L. Ed. 2d 603,1974 U.S. LEXIS 10,1973,1504,Burger,72-1168,UNITED STATES v. MAZE,11/13/1973,,27,,100,,1,,,0,74,,26,,0,4,3,2,1,2,0,0,0,0,10450,1,2,0,4,,6,600,18 U.S.C. § 1341,102,81,1,5,4
3698,1973-032,1973-032-01,1973-032-01-01,1973-032-01-01-01,1/9/1974,1,414 U.S. 417,94 S. Ct. 700,38 L. Ed. 2d 618,1974 U.S. LEXIS 146,1973,1504,Burger,72-5881,MARSHALL v. UNITED STATES,10/16/1973,,215,,27,,1,,,0,50,,29,,0,4,2,1,1,2,0,0,0,0,40040,4,1,0,1,,2,207,,99,99,1,6,3
3699,1973-033,1973-033-01,1973-033-01-01,1973-033-01-01-01,1/9/1974,1,414 U.S. 441,94 S. Ct. 656,38 L. Ed. 2d 635,1974 U.S. LEXIS 147,1973,1504,Burger,72-1040,"COMMUNIST PARTY OF INDIANA et al. v. WHITCOMB, GOVERNOR OF INDIANA, et al.",10/16/1973,,211,,4,18,2,117,18,1,68,,68,,0,1,,1,3,3,0,1,0,0,30100,3,2,0,2,,2,200,,92,99,1,9,0
3700,1973-034,1973-034-01,1973-034-01-01,1973-034-01-01-01,1/9/1974,1,414 U.S. 453,94 S. Ct. 690,38 L. Ed. 2d 646,1974 U.S. LEXIS 39,1973,1504,Burger,72-1289,NATIONAL RAILROAD PASSENGER CORP. et al. v. NATIONAL ASSOCIATION OF RAILROAD PASSENGERS,11/12/1973,,108,,134,,1,,,0,55,,32,,0,11,3,2,1,4,0,1,0,0,80220,8,1,0,4,,6,600,45 U.S.C. § 547,94,99,1,7,1
3701,1973-035,1973-035-01,1973-035-01-01,1973-035-01-01-01,1/14/1974,2,414 U.S. 473,94 S. Ct. 713,38 L. Ed. 2d 661,1974 U.S. LEXIS 40,1973,1504,Burger,73-568,"SCHMIDT, DIRECTOR OF WISCONSIN DEPARTMENT OF HEALTH AND SOCIAL SERVICES, et al. v. LESSARD",,,28,58,169,,2,117,58,1,132,,132,,0,1,,2,1,5,0,1,0,0,90110,9,1,0,4,,4,400,,,99,1,8,1
3702,1973-036,1973-036-01,1973-036-01-01,1973-036-01-01-01,1/14/1974,2,414 U.S. 478,94 S. Ct. 664,38 L. Ed. 2d 666,1974 U.S. LEXIS 148,1973,1504,Burger,73-573,VACHON v. NEW HAMPSHIRE,,,100,,28,34,2,,,0,302,34,300,34,0,1,2,1,1,4,0,1,0,0,40010,4,2,0,2,,2,230,,,81,1,6,3
3703,1973-037,1973-037-01,1973-037-01-01,1973-037-01-01-01,1/15/1974,1,414 U.S. 488,94 S. Ct. 669,38 L. Ed. 2d 674,1974 U.S. LEXIS 41,1973,1504,Burger,72-953,"O'SHEA, MAGISTRATE, CIRCUIT COURT OF ALEXANDER COUNTY, ILLINOIS, et al. v. LITTLETON et al.",10/17/1973,,16,17,222,,1,,,0,153,,27,,1,12,3,2,1,3,0,1,0,0,90240,9,1,0,1,,1,139,,95,99,1,6,3
3704,1973-038,1973-038-01,1973-038-01-01,1973-038-01-01-01,1/15/1974,1,414 U.S. 514,94 S. Ct. 685,38 L. Ed. 2d 694,1974 U.S. LEXIS 149,1973,1504,Burger,72-955,"SPOMER, STATE'S ATTORNEY OF ALEXANDER COUNTY, ILLINOIS v. LITTLETON et al.",10/17/1973,,19,17,222,,1,,,0,153,,27,,0,12,3,2,1,5,0,1,0,0,90130,9,1,0,3,,,,,95,99,1,9,0
3705,1973-039,1973-039-01,1973-039-01-01,1973-039-01-01-01,1/16/1974,1,414 U.S. 524,94 S. Ct. 740,38 L. Ed. 2d 702,1974 U.S. LEXIS 150,1973,1504,Burger,72-1058,"O'BRIEN et al. v. SKINNER, SHERIFF, et al.",11/6/1973,,251,,28,37,2,117,37,0,302,37,300,37,1,1,3,1,3,4,0,1,0,0,20010,2,2,0,2,,2,231,,99,99,1,7,2
3706,1973-040,1973-040-01,1973-040-01-01,1973-040-01-01-01,1/16/1974,1,414 U.S. 538,94 S. Ct. 756,38 L. Ed. 2d 713,1974 U.S. LEXIS 42,1973,1504,Burger,72-1195,AMERICAN PIPE & CONSTRUCTION CO. et al. v. UTAH et al.,11/12/1973,,120,,28,52,1,,,0,48,,29,,1,10,4,2,1,2,0,0,0,0,90110,9,2,0,4,3,4,400,,94,99,1,9,0
3707,1973-041,1973-041-01,1973-041-01-01,1973-041-01-01-01,1/21/1974,1,414 U.S. 563,94 S. Ct. 786,39 L. Ed. 2d 1,1974 U.S. LEXIS 151,1973,1504,Burger,72-6520,LAU et al. v. NICHOLS et al.,12/10/1973,,222,,21,6,1,,,0,50,,29,,1,10,2,1,1,4,0,1,0,0,20050,2,2,0,4,,3,387,,81,99,1,9,0
3708,1973-042,1973-042-01,1973-042-01-01,1973-042-01-01-01,1/21/1974,1,414 U.S. 573,94 S. Ct. 806,39 L. Ed. 2d 9,1974 U.S. LEXIS 43,1973,1504,Burger,72-1019,"SEA-LAND SERVICES, INC. v. GAUDET, ADMINISTRATRIX",11/7/1973,,116,,145,,1,,,0,75,,25,,0,12,3,2,1,2,0,0,0,0,80050,8,2,0,7,,,,,92,81,1,5,4
3709,1973-043,1973-043-01,1973-043-01-01,1973-043-01-01-01,1/21/1974,1,414 U.S. 614,94 S. Ct. 747,39 L. Ed. 2d 38,1974 U.S. LEXIS 152,1973,1504,Burger,72-5704,"CHRISTIAN et al. v. NEW YORK STATE DEPARTMENT OF LABOR, DIVISION OF EMPLOYMENT, et al.",11/13/1973,,8,60,27,,2,71,,1,96,,96,,0,1,9,1,1,8,0,1,0,0,40030,4,2,0,5,3,,,,92,99,1,9,0
3710,1973-044,1973-044-01,1973-044-01-01,1973-044-01-01-01,1/21/1974,1,414 U.S. 632,94 S. Ct. 791,39 L. Ed. 2d 52,1974 U.S. LEXIS 44,1973,1504,Burger,72-777,CLEVELAND BOARD OF EDUCATION et al. v. LAFLEUR et al.,10/15/1973,,21,41,9,41,1,117,41,0,103,,26,,1,2,3,2,1,2,0,0,0,0,20140,2,2,0,2,,2,230,,94,81,1,7,2
3711,1973-045,1973-045-01,1973-045-01-01,1973-045-01-01-01,1/21/1974,1,414 U.S. 661,94 S. Ct. 772,39 L. Ed. 2d 73,1974 U.S. LEXIS 45,1973,1504,Burger,72-851,"ONEIDA INDIAN NATION OF NEW YORK et al. v. COUNTY OF ONEIDA, NEW YORK, et al.",11/6/1973,,170,,5,37,1,,,0,95,,22,,0,12,2,1,1,4,0,1,0,0,20160,2,2,0,4,,6,600,28 U.S.C. § 1331,95,99,1,9,0
3712,1973-046,1973-046-01,1973-046-01-01,1973-046-01-01-01,1/21/1974,2,414 U.S. 685,94 S. Ct. 771,39 L. Ed. 2d 90,1974 U.S. LEXIS 4076,1973,1504,Burger,73-731,"SNIDER et al. v. ALL STATE ADMINISTRATORS, INC., et al.",,,247,,146,,1,,,0,56,,25,,0,,,1,1,9,0,0,0,0,90200,9,1,0,4,,4,403,,,99,1,9,0
3714,1973-048,1973-048-01,1973-048-01-01,1973-048-01-01-01,2/19/1974,1,415 U.S. 36,94 S. Ct. 1011,39 L. Ed. 2d 147,1974 U.S. LEXIS 95,1973,1504,Burger,72-5847,ALEXANDER v. GARDNER-DENVER CO.,11/5/1973,,182,,151,,1,32,,0,52,,30,,0,12,2,1,1,3,0,1,0,0,20060,2,2,0,4,,3,384,,101,99,1,9,0
3715,1973-049,1973-049-01,1973-049-01-01,1973-049-01-01-01,2/19/1974,1,415 U.S. 61,94 S. Ct. 937,39 L. Ed. 2d 166,1974 U.S. LEXIS 7,1973,1504,Burger,72-403,"SAMPSON, ADMINISTRATOR, GENERAL SERVICES ADMINISTRATION, et al. v. MURRAY",11/14/1973,,361,,8,60,1,61,,0,55,,32,,1,12,2,2,1,3,0,1,0,0,10360,1,1,0,3,,,,,102,99,1,6,3
3716,1973-050,1973-050-01,1973-050-01-01,1973-050-01-01-01,2/19/1974,1,415 U.S. 104,94 S. Ct. 959,39 L. Ed. 2d 195,1974 U.S. LEXIS 28,1973,1504,Burger,72-1061,"WINDWARD SHIPPING (LONDON) LTD. et al. v. AMERICAN RADIO ASSOCIATION, AFL-CIO, et al.",12/3/1973,,159,,249,,1,,,0,302,51,301,51,0,11,2,2,1,3,0,1,0,0,100020,10,1,0,4,,3,356,,102,99,1,6,3
3717,1973-051,1973-051-01,1973-051-01-01,1973-051-01-01-01,2/19/1974,2,415 U.S. 125,94 S. Ct. 1002,39 L. Ed. 2d 209,1974 U.S. LEXIS 29,1973,1504,Burger,73-347,PHILLIPS PETROLEUM CO. v. TEXACO INC.,,,198,,198,,1,,,0,106,,30,,1,12,3,2,1,3,0,1,0,0,90400,9,1,0,4,,6,600,28 U.S.C. § 1331,,99,1,6,0
